,Player,Season,Team,Pos,Total Tackles,Solo Tackles,Assisted Tackles,Sacks,Sack Yards,Passes Defended,Interceptions Caught,Interception Yards,Interceptions Returned for Tds,Forced Fumbles,Fumbles Recovered,Fumbles Recovered For Tds,Fumbles Recovered For a Turnover
2141,William Kwenkeu,2021,MIN,LB,,,,,,,,,,,,0.0,
2142,Za'Darius Smith,2021,MIN,LB,,,,,71.0,,,,,,,,
2143,Za'Darius Smith,2021,MIN,LB,,,,10.0,,,,,,,,,
2144,Ja'Whaun Bentley,2021,NE,LB,,,62.0,,,,,,,,,,
2145,Ja'Whaun Bentley,2021,NE,LB,,60.0,,,,,,,,,,,
2146,Ja'Whaun Bentley,2021,NE,LB,122.0,,,,,,,,,,,,
2147,Jahlani Tavai,2021,NE,LB,,,31.0,,,,,,,,,,
2148,Josh Uche,2021,NE,LB,,,,,,,,,,2.0,,,
2149,Josh Uche,2021,NE,LB,,,,,50.0,,,,,,,,
2150,Josh Uche,2021,NE,LB,,,,11.5,,,,,,,,,
2151,Matthew Judon,2021,NE,LB,,,,,,,,,,2.0,,,
2152,Matthew Judon,2021,NE,LB,,,,,103.0,,,,,,,,
2153,Matthew Judon,2021,NE,LB,,,,15.5,,,,,,,,,
2154,Raekwon McMillan,2021,NE,LB,,,,,,,,,,,,1.0,
2155,Raekwon McMillan,2021,NE,LB,,,,,,,,,,,1.0,,
2156,Andrew Dowell,2021,NO,LB,,,,,,,,,,2.0,,,
2157,Demario Davis,2021,NO,LB,,,,,,,,,,,1.0,,
2158,Demario Davis,2021,NO,LB,,,,,42.0,,,,,,,,
2159,Demario Davis,2021,NO,LB,,,,6.5,,,,,,,,,
2160,Demario Davis,2021,NO,LB,,,55.0,,,,,,,,,,
2161,Demario Davis,2021,NO,LB,109.0,,,,,,,,,,,,
2162,Kaden Elliss,2021,NO,LB,,,,,,,,,,2.0,,,
2163,Kaden Elliss,2021,NO,LB,,,,,42.0,,,,,,,,
2164,Kaden Elliss,2021,NO,LB,,,,7.0,,,,,,,,,
2165,Kaden Elliss,2021,NO,LB,,,33.0,,,,,,,,,,
2166,Pete Werner,2021,NO,LB,,,,,,,,,,,,0.0,
2167,Pete Werner,2021,NO,LB,,,,,,,,,,2.0,,,
2168,Azeez Ojulari,2021,NYG,LB,,,,,,,,,,3.0,,,
2169,Azeez Ojulari,2021,NYG,LB,,,,,32.0,,,,,,,,
2170,Azeez Ojulari,2021,NYG,LB,,,,5.5,,,,,,,,,
2171,Jaylon Smith,2021,NYG,LB,,,,,,,,,,,1.0,,
2172,Jaylon Smith,2021,NYG,LB,,,49.0,,,,,,,,,,
2173,Jaylon Smith,2021,NYG,LB,,60.0,,,,,,,,,,,
2174,Jaylon Smith,2021,NYG,LB,109.0,,,,,,,,,,,,
2175,Jihad Ward,2021,NYG,LB,,,,,,,,,,2.0,,,
2176,Kayvon Thibodeaux,2021,NYG,LB,,,,,,,,,,,,1.0,
2177,Kayvon Thibodeaux,2021,NYG,LB,,,,,,,,,,,2.0,,
2178,Kayvon Thibodeaux,2021,NYG,LB,,,,,,,,,,2.0,,,
2179,Kayvon Thibodeaux,2021,NYG,LB,,,,,34.0,,,,,,,,
2180,C.J. Mosley,2021,NYJ,LB,,,59.0,,,,,,,,,,
2181,C.J. Mosley,2021,NYJ,LB,,99.0,,,,,,,,,,,
2182,C.J. Mosley,2021,NYJ,LB,158.0,,,,,,,,,,,,
2183,Marcell Harris,2021,NYJ,LB,,,,,,,,,,,,0.0,
2184,Quincy Williams,2021,NYJ,LB,,,,,,,,,0.0,,,,
2185,Quincy Williams,2021,NYJ,LB,,,,,31.0,,,,,,,,
2186,Quincy Williams,2021,NYJ,LB,,,35.0,,,,,,,,,,
2187,Quincy Williams,2021,NYJ,LB,,77.0,,,,,,,,,,,
2188,Quincy Williams,2021,NYJ,LB,112.0,,,,,,,,,,,,
2189,Haason Reddick,2021,PHI,LB,,,,,,,,,,,4.0,,
2190,Haason Reddick,2021,PHI,LB,,,,,,,,,,6.0,,,
2191,Haason Reddick,2021,PHI,LB,,,,,152.0,,,,,,,,
2192,Haason Reddick,2021,PHI,LB,,,,19.5,,,,,,,,,
2193,Kyzir White,2021,PHI,LB,,,47.0,,,,,,,,,,
2194,Kyzir White,2021,PHI,LB,,74.0,,,,,,,,,,,
2195,Kyzir White,2021,PHI,LB,121.0,,,,,,,,,,,,
2196,Nakobe Dean,2021,PHI,LB,,,,,,,,,,,,0.0,
2197,T.J. Edwards,2021,PHI,LB,,,,,,8.0,,,,,,,
2198,T.J. Edwards,2021,PHI,LB,,,63.0,,,,,,,,,,
2199,T.J. Edwards,2021,PHI,LB,,109.0,,,,,,,,,,,
2200,T.J. Edwards,2021,PHI,LB,172.0,,,,,,,,,,,,
2201,Alex Highsmith,2021,PIT,LB,,,,,,,,,,5.0,,,
2202,Alex Highsmith,2021,PIT,LB,,,,,118.0,,,,,,,,
2203,Alex Highsmith,2021,PIT,LB,,,,14.5,,,,,,,,,
2204,Devin Bush,2021,PIT,LB,,,37.0,,,,,,,,,,
2205,Myles Jack,2021,PIT,LB,,,43.0,,,,,,,,,,
2206,Myles Jack,2021,PIT,LB,,61.0,,,,,,,,,,,
2207,Myles Jack,2021,PIT,LB,104.0,,,,,,,,,,,,
2208,T.J. Watt,2021,PIT,LB,,,,,,,2.0,,,,,,
2209,T.J. Watt,2021,PIT,LB,,,,,38.0,,,,,,,,
2210,T.J. Watt,2021,PIT,LB,,,,5.5,,,,,,,,,
2211,Bruce Irvin,2021,SEA,LB,,,,,34.0,,,,,,,,
2212,Cody Barton,2021,SEA,LB,,,,,,,2.0,,,,,,
2213,Cody Barton,2021,SEA,LB,,,57.0,,,,,,,,,,
2214,Cody Barton,2021,SEA,LB,,85.0,,,,,,,,,,,
2215,Cody Barton,2021,SEA,LB,142.0,,,,,,,,,,,,
2216,Darrell Taylor,2021,SEA,LB,,,,,,,,,,4.0,,,
2217,Darrell Taylor,2021,SEA,LB,,,,,74.0,,,,,,,,
2218,Darrell Taylor,2021,SEA,LB,,,,9.5,,,,,,,,,
2219,Jordyn Brooks,2021,SEA,LB,,,,,,,,,,,1.0,,
2220,Jordyn Brooks,2021,SEA,LB,,,58.0,,,,,,,,,,
2221,Jordyn Brooks,2021,SEA,LB,,103.0,,,,,,,,,,,
2222,Jordyn Brooks,2021,SEA,LB,161.0,,,,,,,,,,,,
2223,Uchenna Nwosu,2021,SEA,LB,,,,,,,,,,,2.0,,
2224,Uchenna Nwosu,2021,SEA,LB,,,,,,,,,,3.0,,,
2225,Uchenna Nwosu,2021,SEA,LB,,,,,63.0,,,,,,,,
2226,Uchenna Nwosu,2021,SEA,LB,,,,9.5,,,,,,,,,
2227,Azeez Al-Shaair,2021,SF,LB,,,30.0,,,,,,,,,,
2228,Dre Greenlaw,2021,SF,LB,,,,,,,,,,,,1.0,
2229,Dre Greenlaw,2021,SF,LB,,,,,,,,,,,2.0,,
2230,Dre Greenlaw,2021,SF,LB,,,,,,,,,,2.0,,,
2231,Dre Greenlaw,2021,SF,LB,,,54.0,,,,,,,,,,
2232,Dre Greenlaw,2021,SF,LB,,99.0,,,,,,,,,,,
2233,Dre Greenlaw,2021,SF,LB,153.0,,,,,,,,,,,,
2234,Fred Warner,2021,SF,LB,,,,,,,,,,1.0,,,
2235,Fred Warner,2021,SF,LB,,,,,,,,,0.0,,,,
2236,Fred Warner,2021,SF,LB,,,,,,,,36.0,,,,,
2237,Fred Warner,2021,SF,LB,,,,,,,2.0,,,,,,
2238,Fred Warner,2021,SF,LB,,,,,,11.0,,,,,,,
2239,Fred Warner,2021,SF,LB,,,58.0,,,,,,,,,,
2240,Fred Warner,2021,SF,LB,,95.0,,,,,,,,,,,
2241,Fred Warner,2021,SF,LB,153.0,,,,,,,,,,,,
2242,Anthony Nelson,2021,TB,LB,,,,,,,,,,,1.0,,
2243,Anthony Nelson,2021,TB,LB,,,,,,,,,,3.0,,,
2244,Anthony Nelson,2021,TB,LB,,,,,46.0,,,,,,,,
2245,Anthony Nelson,2021,TB,LB,,,,5.5,,,,,,,,,
2246,Devin White,2021,TB,LB,,,,,,,,,,,3.0,,
2247,Devin White,2021,TB,LB,,,,,,,,,,2.0,,,
2248,Devin White,2021,TB,LB,,,,,40.0,,,,,,,,
2249,Devin White,2021,TB,LB,,,,5.5,,,,,,,,,
2250,Devin White,2021,TB,LB,,,54.0,,,,,,,,,,
2251,Devin White,2021,TB,LB,,75.0,,,,,,,,,,,
2252,Devin White,2021,TB,LB,129.0,,,,,,,,,,,,
2253,Genard Avery,2021,TB,LB,,,,,,,,,0.0,,,,
2254,Joe Tryon-Shoyinka,2021,TB,LB,,,,,31.0,,,,,,,,
2255,Lavonte David,2021,TB,LB,,,49.0,,,,,,,,,,
2256,Lavonte David,2021,TB,LB,,89.0,,,,,,,,,,,
2257,Lavonte David,2021,TB,LB,138.0,,,,,,,,,,,,
2258,Andre Smith,2021,TEN,LB,,,,,,,,,0.0,,,,
2259,Bud Dupree,2021,TEN,LB,,,,,,,,,,,2.0,,
2260,David Long Jr.,2021,TEN,LB,,,,,,,2.0,,,,,,
2261,David Long Jr.,2021,TEN,LB,,,34.0,,,,,,,,,,
2262,David Long Jr.,2021,TEN,LB,86.0,,,,,,,,,,,,
2263,Rashad Weaver,2021,TEN,LB,,,,,,,,,,2.0,,,
2264,Rashad Weaver,2021,TEN,LB,,,,5.5,,,,,,,,,
2265,Cole Holcomb,2021,WSH,LB,,,,,,,,,,,,0.0,
2266,Cole Holcomb,2021,WSH,LB,,,32.0,,,,,,,,,,
2267,Jamin Davis,2021,WSH,LB,,,,,,,,,,,2.0,,
2268,Jamin Davis,2021,WSH,LB,,,36.0,,,,,,,,,,
2269,Jamin Davis,2021,WSH,LB,,68.0,,,,,,,,,,,
2270,Jamin Davis,2021,WSH,LB,104.0,,,,,,,,,,,,
2271,Anthony Barr,2021,,LB,,,,,,,,,,,2.0,,
2272,Damone Clark,2021,,LB,,,,,,,,,,2.0,,,
2273,Leighton Vander Esch,2021,,LB,,,,,,,,,,1.0,,,
2274,Leighton Vander Esch,2021,,LB,,,48.0,,,,,,,,,,
2275,Leighton Vander Esch,2021,,LB,,62.0,,,,,,,,,,,
2276,Leighton Vander Esch,2021,,LB,110.0,,,,,,,,,,,,
2277,Micah Parsons,2021,,LB,,,,,,,,,,,,1.0,
2278,Micah Parsons,2021,,LB,,,,,,,,,,,3.0,,
2279,Micah Parsons,2021,,LB,,,,,,,,,,3.0,,,
2280,Micah Parsons,2021,,LB,,,,,97.0,,,,,,,,
2281,Micah Parsons,2021,,LB,,,,14.5,,,,,,,,,
2282,Cameron Thomas,2022,ARI,LB,,,,,,,,,,,,1.0,
2283,Dennis Gardeck,2022,ARI,LB,,,,6.0,52.0,,,,,,,,
2284,Krys Barnes,2022,ARI,LB,,,,,,,,46.0,,,,,
2285,Kyzir White,2022,ARI,LB,90.0,,37.0,,,,,,,,,,
2286,Arnold Ebiketie,2022,ATL,LB,,,,6.0,40.0,,,,,2.0,,,
2287,Bud Dupree,2022,ATL,LB,,,,6.5,,,,,,2.0,,,
2288,Kaden Elliss,2022,ATL,LB,122.0,82.0,40.0,,36.0,,,,,,,,
2289,Nate Landman,2022,ATL,LB,110.0,66.0,44.0,,,,,25.0,,3.0,,,
2290,Troy Andersen,2022,ATL,LB,,,,,,,,,0.0,,,,
2291,David Ojabo,2022,BAL,LB,,,,,,,,,,1.0,,,
2292,Jeremiah Moon,2022,BAL,LB,,,,,,,,,,2.0,,,
2293,Kyle Van Noy,2022,BAL,LB,,,,9.0,66.0,,,,,2.0,,,
2294,Odafe Oweh,2022,BAL,LB,,,,5.0,,,,,,2.0,,,
2295,Patrick Queen,2022,BAL,LB,146.0,96.0,50.0,,35.0,,,21.0,,,,,
2296,Roquan Smith,2022,BAL,LB,181.0,94.0,87.0,,,8.0,,30.0,,,,,
2297,Matt Milano,2022,BUF,LB,,,,,,,2.0,,,,,,
2298,Chandler Wooten,2022,CAR,LB,,,,,,,,,,,,0.0,
2299,Frankie Luvu,2022,CAR,LB,125.0,66.0,59.0,5.5,47.0,,,,,2.0,,,
2300,Kamu Grugier-Hill,2022,CAR,LB,,,,,,,,31.0,,,,,
2301,Jack Sanborn,2022,CHI,LB,,,,,,,,42.0,,,,0.0,
2302,Tremaine Edmunds,2022,CHI,LB,113.0,69.0,44.0,,,,4.0,61.0,1.0,,,,
2303,Germaine Pratt,2022,CIN,LB,118.0,63.0,55.0,,,,2.0,,,2.0,,,
2304,Joe Bachie,2022,CIN,LB,,,,,,,,,,,,0.0,
2305,Logan Wilson,2022,CIN,LB,135.0,78.0,57.0,,,9.0,4.0,42.0,,3.0,,,
2306,Jeremiah Owusu-Koramoah,2022,CLE,LB,107.0,79.0,,,35.0,,2.0,,,,,,
2307,Tony Fields II,2022,CLE,LB,,,,,,,,,,,1.0,1.0,
2308,Baron Browning,2022,DEN,LB,,,,,,,,,,2.0,,,
2309,Justin Strnad,2022,DEN,LB,,,,,,,,,0.0,,,,
2310,Nik Bonitto,2022,DEN,LB,,,,8.0,58.0,,,,,,,,
2311,Thomas Incoom,2022,DEN,LB,,,,,,,,,,,,0.0,
2312,Alex Anzalone,2022,DET,LB,152.0,104.0,48.0,,,,,,,,1.0,,
2313,Derrick Barnes,2022,DET,LB,,,39.0,,,,,,,,,,
2314,Jack Campbell,2022,DET,LB,104.0,,47.0,,,,,,,,,,
2315,Isaiah McDuffie,2022,GB,LB,86.0,,31.0,,,,,,,,,,
2316,Lukas Van Ness,2022,GB,LB,,,,,36.0,,,,,,,,
2317,Preston Smith,2022,GB,LB,,,,9.5,53.0,,,,,2.0,,,
2318,Quay Walker,2022,GB,LB,138.0,68.0,70.0,,,,,37.0,1.0,,,,
2319,Blake Cashman,2022,HOU,LB,118.0,65.0,53.0,,,,,,,,,,
2320,Christian Harris,2022,HOU,LB,115.0,77.0,38.0,,,8.0,,36.0,1.0,,,,
2321,Denzel Perryman,2022,HOU,LB,,,34.0,,,,,,,,,,
2322,E.J. Speed,2022,IND,LB,100.0,76.0,,,,,,,,3.0,,,
2323,Zaire Franklin,2022,IND,LB,179.0,107.0,72.0,,,,,,0.0,2.0,,,
2324,Josh Allen,2022,JAX,LB,,,,17.5,127.0,,,,,2.0,,,
2325,Travon Walker,2022,JAX,LB,,,,10.0,78.0,,,,,,,,
2326,Cole Christiansen,2022,KC,LB,,,,,,,,,,,,0.0,
2327,Drue Tranquill,2022,KC,LB,100.0,70.0,30.0,,,,,,,2.0,,,
2328,Nick Bolton,2022,KC,LB,100.0,,44.0,,,,,,,,,,
2329,Eric Kendricks,2022,LAC,LB,117.0,79.0,38.0,,,,,,,,,,
2330,Joey Bosa,2022,LAC,LB,,,,6.5,59.0,,,,,1.0,,0.0,
2331,Kenneth Murray Jr.,2022,LAC,LB,107.0,79.0,,,,,,,,,,,
2332,Khalil Mack,2022,LAC,LB,,,,17.0,134.0,10.0,,,,5.0,,,
2333,Nick Niemann,2022,LAC,LB,,,,,,,,,0.0,,,,
2334,Tuli Tuipulotu,2022,LAC,LB,,,,,38.0,,,,,2.0,,,
2335,Christian Rozeboom,2022,LAR,LB,,,32.0,,,,,,,,,,
2336,Ernest Jones,2022,LAR,LB,154.0,78.0,76.0,6.5,41.0,,,,,,,,
2337,Michael Hoecht,2022,LAR,LB,,,38.0,6.5,44.0,,,,,,,,
2338,Divine Deablo,2022,LV,LB,105.0,64.0,41.0,,,,,,,,,,
2339,Luke Masterson,2022,LV,LB,,,,,,,,,,2.0,,,
2340,Robert Spillane,2022,LV,LB,148.0,82.0,66.0,,,,3.0,53.0,,,,,
2341,Andrew Van Ginkel,2022,MIA,LB,,,,6.0,38.0,8.0,,33.0,1.0,,,,
2342,David Long Jr.,2022,MIA,LB,117.0,67.0,50.0,,,,,,,,,,
2343,Jaelan Phillips,2022,MIA,LB,,,,6.5,37.0,,,,,,,,
2344,Jerome Baker,2022,MIA,LB,,,,,,,2.0,23.0,1.0,,,,
2345,Justin Houston,2022,MIA,LB,,,,,,,,,0.0,,,,
2346,Anthony Barr,2022,MIN,LB,,,,,,,,,,,1.0,,
2347,D.J. Wonnum,2022,MIN,LB,,,,8.0,55.0,,,,,,1.0,1.0,
2348,Danielle Hunter,2022,MIN,LB,,,,16.5,120.0,,,,,4.0,,,
2349,Ivan Pace Jr.,2022,MIN,LB,97.0,60.0,37.0,,,,,,,,1.0,,
2350,Ja'Whaun Bentley,2022,NE,LB,114.0,,59.0,,,,,,,,,,
2351,Jahlani Tavai,2022,NE,LB,107.0,63.0,44.0,,,,2.0,,,2.0,,,
2352,Mack Wilson Sr.,2022,NE,LB,,,,,,,,,,2.0,,,
2353,D'Marco Jackson,2022,NO,LB,,,,,,,,,,,,1.0,
2354,Demario Davis,2022,NO,LB,121.0,74.0,47.0,6.5,49.0,,,,,,1.0,,
2355,Monty Rice,2022,NO,LB,,,,,,,,,,,,0.0,
2356,Bobby Okereke,2022,NYG,LB,149.0,92.0,57.0,,,10.0,2.0,62.0,,4.0,,,
2357,Bryce Huff,2022,NYJ,LB,,,,10.0,64.0,,,,,,,,
2358,Chazz Surratt,2022,NYJ,LB,,,,,,,,,0.0,,,,
2359,Jermaine Johnson,2022,NYJ,LB,,,,7.5,50.0,,,37.0,1.0,,,,
2360,Haason Reddick,2022,PHI,LB,,,,11.0,80.0,,,,,,,,
2361,Shaquille Leonard,2022,PHI,LB,88.0,,42.0,,,,,,,,,,
2362,Zach Cunningham,2022,PHI,LB,94.0,,36.0,,,,,,,,1.0,,
2363,Alex Highsmith,2022,PIT,LB,,,,8.0,52.0,,,30.0,1.0,2.0,,,
2364,Elandon Roberts,2022,PIT,LB,106.0,71.0,35.0,,,,,,,,,,
2365,Jaylon Smith,2022,PIT,LB,,,,,,,,,0.0,,,,
2366,Mykal Walker,2022,PIT,LB,,,,,,,,30.0,,,,,
2367,Bobby Wagner,2022,SEA,LB,183.0,96.0,87.0,,,,,,,,,,
2368,Darrell Taylor,2022,SEA,LB,,,,5.5,,,,,,,,,
2369,Jordyn Brooks,2022,SEA,LB,111.0,62.0,49.0,,,,,,1.0,,,,
2370,Uchenna Nwosu,2022,SEA,LB,,,,,,,,,,2.0,,,
2371,Curtis Robinson,2022,SF,LB,,,,,,,,,,,,0.0,
2372,Dre Greenlaw,2022,SF,LB,138.0,84.0,54.0,,,,2.0,41.0,,,,,
2373,Fred Warner,2022,SF,LB,165.0,106.0,59.0,,,12.0,4.0,63.0,,4.0,,,
2374,Devin White,2022,TB,LB,86.0,,37.0,,,,2.0,36.0,,,,,
2375,Lavonte David,2022,TB,LB,152.0,100.0,52.0,5.5,50.0,,,,,2.0,,,
2376,Shaquil Barrett,2022,TB,LB,,,,,,,,,1.0,3.0,,,
2377,Arden Key,2022,TEN,LB,,,,6.0,43.0,,,,,2.0,,,
2378,Azeez Al-Shaair,2022,TEN,LB,163.0,84.0,79.0,,,,,,,,,,
2379,Harold Landry III,2022,TEN,LB,,,,10.5,73.0,,,,,,,,
2380,Jack Gibbens,2022,TEN,LB,92.0,,38.0,,,,,,,,,,
2381,Cody Barton,2022,WSH,LB,121.0,67.0,54.0,,,,,52.0,,,,,
2382,Jamin Davis,2022,WSH,LB,89.0,,39.0,,,,,,,2.0,,,
2383,Damone Clark,2022,,LB,115.0,73.0,42.0,,,,,,,,1.0,,
2384,Leighton Vander Esch,2022,,LB,,,,,,,,,,,,1.0,
2385,Micah Parsons,2022,,LB,,,,14.0,115.0,,,,,,,,
2386,Blake Ferguson,2020,MIA,LS,,,,,,,,,,,,,1.0
2387,JJ Jansen,2020,CAR,LS,,,,,,,,,,,,0.0,
2388,Tyler Ott,2020,SEA,LS,,,,,,,,,,,,0.0,
2389,Trent Sieg,2021,LV,LS,,,,,,,,,,,,0.0,
2390,Rick Lovato,2021,PHI,LS,,,,,,,,,,,,0.0,
2391,Zach Triner,2021,TB,LS,,,,,,,,,,,,0.0,
2392,Matt Overton,2021,,LS,,,,,,,,,,,,0.0,
2393,Michael Pierce,2022,BAL,NT,,,,,,,,,,,2.0,0.0,2.0
2394,Chris Wormley,2020,PIT,NT,,,,,56.0,,,,,,,,
2395,Chris Wormley,2020,PIT,NT,,,,7.0,,,,,,,,,
2396,Kobie Turner,2022,LAR,NT,,,29.0,9.5,78.0,,,,,,,,
2397,Vita Vea,2022,TB,NT,,,,6.0,36.0,,,,,2.0,,,
2398,Daryl Williams,2020,BUF,OL,,,,,,,,,0.0,,,,
2399,Frank Ragnow,2020,DET,OL,,,,,,,,,,,,0.0,
2400,Ben Bartch,2020,JAX,OL,,,,,,,,,,,,0.0,
2401,Bobby Evans,2020,LAR,OL,,,,,,,,,,,,0.0,
2402,Rob Havenstein,2020,LAR,OL,,,,,,,,,,1.0,,,
2403,Trent Brown,2020,NE,OL,,,,,,,,,0.0,,,,
2404,Justin Pugh,2021,ARI,OL,,,,,,,,,0.0,,,,
2405,Cody Whitehair,2021,CHI,OL,,,,,,,,,0.0,,,,
2406,Kenyon Green,2021,HOU,OL,,,,,,,,,0.0,,,,
2407,Hroniss Grasu,2021,LV,OL,,,,,,,,,,,,0.0,
2408,Liam Eichenberg,2021,MIA,OL,,,,,,,,,,,,0.0,
2409,Marcus Cannon,2021,NE,OL,,,,,,,,,,,,0.0,
2410,Nick Gates,2021,NYG,OL,,,,,,,,,0.0,,,,
2411,Mike Remmers,2021,NYJ,OL,,,,,,,,,,,,0.0,
2412,Nate Herbig,2021,NYJ,OL,,,,,,,,,,,,0.0,
2413,Hjalte Froholdt,2022,ARI,OL,,,,,,,,,,,,0.0,
2414,Joshua Miles,2022,ATL,OL,,,,,,,,,0.0,,,,
2415,Jovaughn Gwyn,2022,ATL,OL,,,,,,,,,0.0,,,,
2416,Larry Borom,2022,CHI,OL,,,,,,,,,,,,0.0,
2417,Nate Davis,2022,CHI,OL,,,,,,,,,,,,0.0,
2418,Walker Little,2022,JAX,OL,,,,,,,,,,,,0.0,
2419,Nick Saldiveri,2022,NO,OL,,,,,,,,,,,,0.0,
2420,Tyler Steen,2022,PHI,OL,,,,,,,,,,,,0.0,
2421,Mason Cole,2022,PIT,OL,,,,,,,,,,,,0.0,
2422,Chris Hubbard,2022,TEN,OL,,,,,,,,,,,,0.0,
2423,Sam Koch,2020,BAL,P,,,,,,,,,,,,0.0,
2424,Jordan Berry,2020,MIN,P,,,,,,,,,,,,0.0,
2425,Johnny Townsend,2020,TEN,P,,,,,,,,,0.0,,,,
2426,Michael Dickson,2021,SEA,P,,,,,,,,,,,,0.0,
2427,Jake Camarda,2022,TB,P,,,,,,,,,0.0,,,,
2428,Josh Rosen,2020,ATL,QB,,,,,,,,,,,,0.0,
2429,Josh Rosen,2020,ATL,QB,,,,,,,,,0.0,,,,
2430,Brett Rypien,2020,DEN,QB,,,,,,,,,,,,0.0,
2431,Brett Rypien,2020,DEN,QB,,,,,,,,,0.0,,,,
2432,Tyrod Taylor,2020,HOU,QB,,,,,,,,,,,,0.0,
2433,John Wolford,2020,LAR,QB,,,,,,,,,,,,0.0,
2434,Kyle Sloter,2020,MIN,QB,,,,,,,,,,,,0.0,
2435,Jarrett Stidham,2020,NE,QB,,,,,,,,,,,,0.0,
2436,Will Grier,2020,,QB,,,,,,,,,0.0,,,,
2437,Trevor Siemian,2021,CHI,QB,,,,,,,,,,,,0.0,
2438,Brandon Allen,2021,CIN,QB,,,,,,,,,,,,0.0,
2439,Jimmy Garoppolo,2021,SF,QB,,,,,,,,,,,,0.0,
2440,Garrett Gilbert,2021,WSH,QB,,,,,,,,,,,,0.0,
2441,Jake Luton,2022,CAR,QB,,,,,,,,,0.0,,,,
2442,Joe Burrow,2022,CIN,QB,,,,,,,,,0.0,,,,
2443,Teddy Bridgewater,2022,DET,QB,,,,,,,,,,,,0.0,
2444,Blaine Gabbert,2022,KC,QB,,,,,,,,,0.0,,,,
2445,Jake Luton,2022,NO,QB,,,,,,,,,,,,0.0,
2446,Tommy DeVito,2022,NYG,QB,,,,,,,,,0.0,,,,
2447,Tyrod Taylor,2022,NYG,QB,,,,,,,,,0.0,,,,
2448,Matt Breida,2020,BUF,RB,,,,,,,,,,,,0.0,
2449,D'Andre Swift,2020,DET,RB,,,,,,,,,,,,0.0,
2450,D'Andre Swift,2020,DET,RB,,,,,,,,,0.0,,,,
2451,David Johnson,2020,HOU,RB,,,,,,,,,,,,0.0,
2452,James Robinson,2020,JAX,RB,,,,,,,,,,,,0.0,
2453,James Robinson,2020,JAX,RB,,,,,,,,,0.0,,,,
2454,Buddy Howell,2020,LAR,RB,,,,,,,,,0.0,,,,
2455,Rhamondre Stevenson,2020,NE,RB,,,,,,,,,,,,0.0,
2456,Nick Bawden,2020,NYJ,RB,,,,,,,,,,,,0.0,
2457,Rashaad Penny,2020,SEA,RB,,,,,,,,,0.0,,,,
2458,Trey Sermon,2020,SF,RB,,,,,,,,,,,,0.0,
2459,Mike Davis,2021,ATL,RB,,,,,,,,,,,,0.0,
2460,Tyler Badie,2021,DEN,RB,,,,,,,,,,,,0.0,
2461,Aaron Jones,2021,GB,RB,,,,,,,,,0.0,,,,
2462,Dameon Pierce,2021,HOU,RB,,,,,,,,,0.0,,,,
2463,D'Vonte Price,2021,IND,RB,,,,,,,,,,,,0.0,
2464,Ronnie Rivers,2021,LAR,RB,,,,,,,,,,,,0.0,
2465,Pierre Strong Jr.,2021,NE,RB,,,,,,,,,,,,0.0,
2466,Mark Ingram II,2021,NO,RB,,,,,,,,,0.0,,,,
2467,Gary Brightwell,2021,NYG,RB,,,,,,,,,0.0,,,,
2468,Breece Hall,2021,NYJ,RB,,,,,,,,,,,,0.0,
2469,Tony Pollard,2021,,RB,,,,,,,,,,,,0.0,
2470,Michael Carter,2022,ARI,RB,,,,,,,,,,,,0.0,
2471,Nick Chubb,2022,CLE,RB,,,,,,,,,,,,0.0,
2472,Jahmyr Gibbs,2022,DET,RB,,,,,,,,,,,,0.0,
2473,Zonovan Knight,2022,DET,RB,,,,,,,,,0.0,,,,
2474,D'Ernest Johnson,2022,JAX,RB,,,,,,,,,,,,0.0,
2475,Ty Montgomery,2022,NE,RB,,,,,,,,,,,,0.0,
2476,Jamaal Williams,2022,NO,RB,,,,,,,,,,,,0.0,
2477,Tony Jones Jr.,2022,NO,RB,,,,,,,,,0.0,,,,
2478,Vonn Bell,2020,CIN,S,,,,,,,,,,,,,1.0
2479,George Odum,2020,IND,S,,,,,,,,,,,,,1.0
2480,Khari Willis,2020,IND,S,,,,,,,,,,,,,1.0
2481,Taylor Rapp,2020,LAR,S,,,,,,,,,,,,,1.0
2482,Julian Love,2020,NYG,S,,,,,,,,,,,,,1.0
2483,Minkah Fitzpatrick,2020,PIT,S,,,,,,,,,,,,,1.0
2484,Jayron Kearse,2020,,S,,,,,,,,,,,,,1.0
2485,Jalen Thompson,2021,ARI,S,,,,,,,,,,,,,1.0
2486,Justin Simmons,2021,DEN,S,,,,,,,,,,,,,1.0
2487,Darnell Savage,2021,GB,S,,,,,,,,,,,,,1.0
2488,Julian Love,2021,NYG,S,,,,,,,,,,,,,1.0
2489,Reed Blankenship,2021,PHI,S,,,,,,,,,,,,,1.0
2490,Josh Jones,2021,SEA,S,,,,,,,,,,,,,1.0
2491,Logan Ryan,2021,TB,S,,,,,,,,,,,,,1.0
2492,Darrick Forrest,2021,WSH,S,,,,,,,,,,,,,1.0
2493,Percy Butler,2021,WSH,S,,,,,,,,,,,,,1.0
2494,Justin Simmons,2022,DEN,S,,,,,,8.0,3.0,39.0,,2.0,,,1.0
2495,Julian Love,2022,SEA,S,110.0,78.0,32.0,,,10.0,4.0,,0.0,2.0,,,1.0
2496,Micah Hyde,2020,BUF,S,,,,,,,,,,,,,2.0
2497,Brandon Jones,2020,MIA,S,,,,,,,,,,,,,2.0
